"host_id","review_scores_communication","price"
245160359,4.97,86
296937888,4.98,158
134599908,4.82,99
151073194,4.91,102
19304890,4.75,450
341574549,4.47,199
448112944,3.5,120
161624100,5,96
2780938,5,361
50618720,4.52,186.666666666667
192483383,4.5,122
408388828,4.99,350
93231383,4.93,103
182100068,5,290
101971358,5,110
319891468,5,140
504669612,4.93,125
420405708,4.67,220
105762561,4.33,75
16572955,4.93,69
249757880,4.29,70
576652623,4.63,241
505607219,4.75,120
126413470,4.79,294
471084814,5,52
39205894,5,146
64678522,5,70
47022650,5,170
80933709,4.82,86
79341807,4.96,179
74160866,4.95,166.333333333333
7028737,5,150
120761466,4.65,90
238730320,4.93,300
57050977,4.91,89
99421256,4.55,75
29769754,4.98,725
32924585,5,230
9374496,5,235
311054852,5,100
457926465,5,157
398164774,4,150
465072967,4.96,197
9010960,5,69
525442726,5,81.5
22464812,4,275
483633753,5,75
45416627,4.74,51.2222222222222
30865924,5,90
125588995,5,52
27610676,5,121.5
129942781,5,100
161957507,5,81.5
462939017,4.98,92
490250671,5,900
3777978,5,117.333333333333
159006650,4.74,50
469317996,5,99
3922831,4.48,135
305489297,4.25,178
75947654,5,247
329271,4.62,70
31888792,5,300
3999031,4,85
483751627,5,125
329436,4.97,297.5
13920011,5,450
268440336,4.82,616
167270001,4.63,150
627678,4,91
30125155,4.97,111.75
573065,4.97,156
27741331,5,43.8333333333333
8800532,4.86,220
436311597,4.9,296.333333333333
284790520,5,212
435343534,5,500
428639770,5,151.428571428571
269885851,5,375
556115366,4.47,540.923076923077
114128146,5,250
276291,4.91,119
5468026,4.98,106
435273407,4.85,147
537882811,5,30
44851966,5,81.75
8242397,4.88,114
11757212,4.77,91.5
9743617,4.89,168.571428571429
393043,5,80
92650708,4.95,389
421601513,4.86,50
9946160,4.87,125
490767259,4.95,120
143127602,5,100.142857142857
115136074,4.7,140
49164309,5,176
263002309,5,112.5
178176640,4.88,127
171171143,4.8,75
333256736,4.82,102.4
63949298,5,90
21194343,5,99.5
101772343,4.89,165
36143506,5,165
139896539,5,165
388759271,4.65,168.5
433014769,5,220
70774951,4.98,393.5
11052073,5,300
266310389,5,45
30065089,5,307.75
43825074,5,48.2
227856882,4.88,99
6682652,5,140
206778021,5,95
398159989,4.88,83
162980623,4.93,65
77355562,4.88,70
137814,4.8,110.5
3436710,4.88,180
195024069,4.98,288
540531448,4.97,378.666666666667
126501524,4.98,170
7680478,4.58,95
463464923,4.96,93.3333333333333
31626212,4.92,75.6
25323622,5,159
248122395,4.79,602
48088611,4.33,293.5
2125773,4.96,170
224314967,5,73.3333333333333
148108,4.8,250
7801481,4.97,105
452631152,5,68
110346058,4.58,47
23732730,5,135
145862771,4,80
159598333,5,129.75
256590,5,85
434325396,4.95,100
227736941,4.85,87
130564186,4.83,53
565665558,4.66,427.5
36741644,4.6,255
468527022,4.8,306.333333333333
36242220,4.93,60
345231956,4.8,360.75
462188368,5,84.5
369906131,5,84
62165573,4.97,182
112142263,4.96,125
250149612,4.98,269
422319674,4.9,180
19655868,4.7,45
375297023,4.3,106
23185423,5,115
385558721,4.99,98
513645184,4.84,84.5
100573908,4.94,186
433944579,4.94,85
165448425,5,100
264984346,5,66
118759821,4.55,39
487744763,4.98,150
441017280,4.9,120
324456902,4.97,114
460964001,4.89,49.5
50864989,5,199
407197368,4.64,88
74541079,4.88,106.333333333333
397598833,5,54.25
43893277,4.98,85
48684597,4.91,54.1428571428571
131180798,4.93,105
161976329,4.69,93
314302433,4.86,99
32009364,5,429
87612379,4.89,382
42540396,4.94,110
200587972,4.89,95
329582733,4.89,178
22420999,5,75.6666666666667
66269338,4.77,35
107915864,4.88,86
1483578,4.92,106
327542066,5,99
101491116,4.85,71.5
464738071,5,65
1129218,4.9,70
502735846,4.95,223
73643860,5,72
98868983,4.78,118.5
133037177,4.8,30
60637082,5,115
385630107,5,72.5
351627173,5,172
3191371,4.94,93.5
149603923,5,250
2675998,5,112.5
494891626,5,148.5
479570403,4.81,90
551702650,5,87
462287349,4.71,130
149245620,5,255
86020908,4.73,93.3333333333333
105315535,4.87,180
58208415,4.8,298
367705043,4.88,486
15163256,4.94,130
104188124,4.98,65
335973546,4,40
133077,5,90
374365525,4.94,100
401623107,4.95,122
524902261,5,500
26649292,4.94,225
507403375,4.81,149
429946972,5,113.5
254150644,4.89,57
427458930,4.96,155
577318158,5,115.5
11027691,4.96,195.5
424033060,5,140
173249074,4.85,47.5
41464891,4.9,71.2
8387407,5,110
478717835,5,75
19374097,4.94,59
150761245,4.96,211
46860545,4.8,75
26435150,5,137.5
410110418,4.58,180
18565670,4.83,49
477481580,5,120
12908755,5,86
196464914,5,150
417740213,4.71,78.2
6279066,5,449
9653082,4.82,91
59824375,4.98,125
239844232,5,122
535500187,4.87,525.75
481893833,4,80
409693867,4.87,80
120745552,4.83,95
501608084,4.93,157
457491342,4.67,99
49509847,4.82,144
69476664,4.82,180
24943910,4.9,61
2979971,5,70
476120458,4.6,89.5
468749236,5,100
147087560,4.94,115
195034008,4.92,122
139623237,4.96,50
210811197,5,110
411034737,4.79,58
458726032,5,190
24934866,4.95,151.5
182394589,4.97,106.5
471461245,4.99,110
108168953,5,113
227413647,4.85,55
64813922,4.97,420
208365297,4.98,108.666666666667
1406432,4.97,160
31241183,4.96,65
19202140,5,390
471303517,4.73,378.8
555739,4.9,86
25459,4.8,45
362346111,4.78,536
558400711,5,350
7028046,5,366
378919673,5,120
566838,4.96,140
7635592,5,25
577397390,4.69,126
544139543,5,186
25041674,5,113
1821771,4.89,250
483609834,4.97,193.5
218301609,4.85,90
416654796,5,98
26052832,5,175
143040555,4.91,59.5
153524812,4.63,117
8259529,5,148
181473459,5,200
238118741,4.95,125
96545635,5,139
49634516,4.85,250
210147522,4.67,99
107040079,4.92,47.5
573381793,5,395.5
3181155,5,100
398460031,4.95,178
85414049,4.9,130
201797577,4.76,85
18925854,5,135
321823933,4.45,46
34404823,5,73
4461031,4.69,100
76021267,5,65
58782992,4.97,206.5
6305367,5,100
10396247,5,199
67045498,4.86,189
173864851,4.67,10
480702161,4.96,85
241559,4.7,126
1258469,4.99,198
17011560,4.98,125
68909853,5,123
485827054,4.91,113
342873987,4.42,121
318094946,5,109
84491220,4.97,80
17618198,4,100
238554889,5,799
408976756,4.65,155
462733314,4.75,112.5
40511252,4.9,69
146660704,4.99,113
201459358,5,57
7157099,4.91,135
77341393,4.98,72
74558822,4.91,65
43232773,4.98,110
14332985,5,150
24631598,4.78,142
12950555,5,152.666666666667
485323152,4.97,102
30377766,5,110
333026020,4.98,168
172366460,4.71,180
10576263,5,107
7503643,5,149.75
31915917,5,175
412998473,4.92,145
267015745,4.79,126
17622034,5,71.5
292048746,4.91,65
560904030,5,122.5
12674973,4.93,235
494562913,5,90
155030835,4.95,200
11755545,4.99,60
36903907,4.76,219
26766402,5,109
272545283,4.98,149
91076684,4.98,129
241336565,3.8,142.5
7065881,5,199
413982944,4.93,250
140153865,5,90
256031371,4.93,140.75
17266991,4.98,55
297430185,4.84,195
381782081,4,300
32865595,4.91,69
422624029,4.95,250
348912520,5,801
21942044,4.95,96
4015459,4.97,90
22214626,5,438
470173109,4.61,243.833333333333
23713669,5,250
102618751,4.77,561.666666666667
193758145,4.9,129
26766504,5,54
487215434,4.98,75
266502082,4.82,80
498261699,5,303.5
28557298,5,210
22816592,4.99,268
168416827,4.92,69
51752700,4.97,52
65837,4.94,300
130901,4.91,700
577784857,4.8,671
15310048,4.96,340
22980167,4.88,90
461399954,4.83,220
20178795,4.79,201
43887166,5,75
10789331,5,100
37842947,5,125
18470349,4.96,150
51438025,5,149
81035627,5,160
9481706,5,128
2617418,5,109
228012,4.91,101
62574401,5,75
105640471,4.8,145
35529520,5,100
466434714,4.97,199
93526944,4.98,262
66508607,4.88,130
8925763,4.82,145
159592932,4.9,114
128629269,4.61,159
31614694,4.95,130
106634512,4.84,133
217829668,5,127
158298807,4.86,110
511952222,5,100
295370107,4.59,99
547471971,5,271
218959287,4.83,130
373019,4.9,140
11941241,4.82,96
130756194,4.93,109
466450403,5,732.5
13934498,4.92,128
16597520,5,101
16286671,4.76,550
50588394,4.8,86.5
343575296,5,80
28584269,4.96,125
437920123,4.77,160
49500419,4.92,207.5
1020258,5,800
30588612,4.82,123
62317991,4.84,200
278161659,5,149
434827450,5,95
57890723,4.78,96
3241305,4.92,122
37787619,4.99,152.5
415885305,4.85,479
322716,4.86,114
59974573,4.96,83
264809787,4.97,113
78464432,4.97,220
126538085,5,90
420975523,4.53,156
182980197,4.72,240
382749079,4.93,121
264816557,4.88,45
200625983,4.82,182
45550171,4.96,120
40218397,4.98,139
266582506,4.75,110
30167099,4.89,131
52339704,5,151
436205980,5,98
436579802,5,98.5
123315344,5,145
139127299,4.85,159.5
19483885,4.95,85
17719708,4.76,182
50116095,4.7,75
268757078,4.6,35
29317213,4.83,344
380013607,4.81,312
214428653,4.99,136
303622495,5,130
537177791,4.9,182
529436268,4.88,119
47633041,4.58,256
469110412,5,179
476314929,4.96,191
1267556,4.82,39
56403037,5,39
512826449,4.94,171
12087651,4.99,95
570365352,5,110
328114678,4.92,98
52430092,4.92,160
318899,5,50
73857837,4.97,36
19163998,4.91,80
211136294,4.79,76.8888888888889
183241198,4.93,167
485946841,5,188
20557896,4.64,65
194377255,4.83,70
4225997,4.75,68
113198009,4.5,200
407147563,4.91,190
2239196,4.79,155
299128204,4.8,263
46182242,4.99,140
37083908,4.97,164
453852068,4.88,125
48064356,5,100
478592369,5,60
16106756,4.98,200
183507429,4.99,349
288838837,5,120
32162495,4.78,84
500342826,4.63,188
436565885,5,157
77497967,5,190
405428786,4.96,175
20985215,5,99
486339875,4.93,170
316839680,5,160
564616146,4.8,215
483449730,5,393
75115101,4.98,130
94493643,5,199
55567227,4.96,80
274605727,4.64,85
82504767,4.87,120
378924061,5,84
71176935,4.77,49
449616929,4.62,35
268218366,4.93,117
150489232,4.83,37
18382740,4.95,150
46979077,4.96,77.5
200950980,5,250
518821,4.94,125
430917365,4.91,180
305613304,4.91,104
464780709,4.94,129
431921077,4,118
69029231,4.94,130
8235517,4.75,85
19242857,4.86,178
1256874,4.93,250
417389851,5,242
244078625,5,186
504813593,4.62,145
440060338,5,77
499068203,5,93
3542562,5,63
432967074,4.88,106
544331763,4.83,95
328093301,4.93,170
11458977,4.98,108
430436254,5,499
14079322,5,300
1774431,4.6,175
25141383,5,127
468168420,4.82,229.5
47746841,4.94,350
3048003,4.83,170
6110471,4.84,85
52725589,5,665
5790405,4.92,174
497672,4.64,85
62668424,4.87,126.666666666667
335368354,5,1263
22766478,5,200
3677131,4.89,98
10365281,4.88,180
5976698,5,75
4852748,4.89,236.9
1021060,4.99,265
264966630,4.94,154
412531962,4.65,354
584354864,4.67,489
303621536,5,132
276644957,5,169
51414586,5,380
50820799,4.92,150
34876980,4.93,80
433917,4.67,80
314493836,5,500
126592760,4.98,149
376917127,5,290
1417757,5,153.666666666667
115854410,4.8,130
470975288,4.71,167
89236033,4.96,75
226205088,4.79,145
229149668,4.85,150
383843731,4.99,383.333333333333
363834,5,105
262582989,5,108.5
468732453,5,205
11573876,5,102
220765580,5,180
360780711,4.97,88
33532865,5,300
13347139,5,430
11614416,4.88,189
449045592,4.97,270
182989977,4.6,80
2515274,5,282
4139266,4.8,350
57250707,5,115
2610706,5,250
129864772,4.95,128
6695224,5,275
2374010,5,299
9892520,4.55,164.142857142857
489957624,4.77,348.3
229695499,4.98,200
451866608,5,265
201390,5,180
4487224,4.9,249
47729727,5,232
318213165,4.46,170
31177258,4.93,245
57257950,4.79,491.666666666667
17888612,4.99,154
257606572,5,1850
299097519,4.99,98
17984804,4.7,425
9709235,4.81,140
22246427,4.81,145
81763260,4.91,260
2450665,5,749
134951555,4.86,100
435772116,4.8,133
273792273,4.99,200
201833647,4.98,495
14925591,5,114
134264127,4.81,149
23317640,5,250
298086688,5,195
6097120,4.86,108
62734,5,119
898412,5,90
591943273,5,250
31021293,5,250
45604174,4.92,268
3598494,4.86,257
171879907,5,180
19338842,5,124
1550888,4.9,84.5
37274021,4.95,120
94543144,4.95,98
109196592,4.91,220
110361431,4.76,66683.3333333333
89593269,5,130
107299996,4.67,150
509047057,5,175
8049757,4.98,225
251807178,5,61.6
25537142,5,51.6666666666667
48547519,4.91,167
4655461,4.96,250
26989131,5,175
264934283,4.95,114
387699039,4.99,225
233521077,5,272
24668,5,900
27054897,5,145
6989825,4.93,250
286046737,5,85
11549342,4.96,225
529678261,4.89,275
30799832,5,300
193490396,4.84,160
154866,4.91,120
5955262,4.97,100
40040638,4.97,140
544652279,4.65,115
116865007,5,220
2166065,4.94,250
85281944,4.83,119
354409033,4.94,400
17462538,5,250
198890291,4.93,159
306361395,3.94,189
155935757,4.64,97.6666666666667
8207362,5,65
221893,5,200
1306995,5,282
459478010,5,416
64172780,4.94,65
403320678,4.96,135
1140882,4.73,75
7702,5,150
532726548,5,1042
401400056,5,360
219505617,4.99,95
2452616,5,318
56247346,4.6,150
514624207,4.82,692
37750296,4.96,165
252361,4.99,230
13109081,5,80
2361069,4.96,181
23852000,4.97,152
29005043,5,125
7475363,4.87,71
546657469,4.7,366.5
201826661,4.86,100
1499286,4.93,294
2635819,4.96,42
112955604,4.93,49
350711081,4.9,950
1395940,4.93,65
31097883,5,250
587918,4.98,270
555887626,5,1362
1746838,5,200
49494357,5,369.5
302903408,4.88,1017.5
450945400,5,466
1147345,4.94,550
90797353,4.76,150
464746313,4.64,300
53821850,4.86,132.5
402572772,4.81,87
1952183,5,240
314941,5,173.666666666667
24641078,5,134
397299731,5,143.5
95436015,4.83,314.333333333333
278985545,5,69.5
1776666,4.95,160
438550739,4.84,393
483017091,4.91,105
6459254,4.94,500
4399103,4.91,286.666666666667
556868112,4.82,423
104921994,5,206
559022608,5,314
283057520,4.69,181.166666666667
553005921,5,506
22733486,4.92,446.5
65364483,5,350
8857791,4.8,150
527022914,4.84,105
25414207,4.82,102.444444444444
120981856,5,60
92720308,4.88,80
54180443,5,58
4887529,4.83,119
506781276,4.46,485
47536613,4.8,515
74215453,4.92,93.3333333333333
1302029,5,179.5
8751800,4.68,135
313661879,5,175
16438279,5,350
34762329,5,55
112273279,5,120
566895155,4.4,670.333333333333
555768867,5,404.25
5986790,4.94,65
466759693,5,104
1012895,5,87
36988365,5,100
247876666,4.5,120
576503874,3,57
303867618,4.98,178.5
27689195,5,395
574753999,5,101.5
6796668,5,154
6874611,5,350
385605401,4.92,643
409362260,5,151
25002053,4.97,105
24673273,5,170
374437935,5,93
12881527,4.81,268
452083306,5,160
441603048,4.9,298
263510,4.9,104
56373916,3.5,1200
3709510,4.93,94
16482147,5,140
487604591,4.98,102.5
526805,4.95,150
417707701,5,59.5
96311058,4.95,150
7291044,5,106
527543193,4.94,761.75
294887247,4.92,163
492458108,4.94,130
11521860,5,200
503531800,5,225
1624498,4.95,431
22087408,4.91,351
1102291,4.94,842
55425915,4.7,145
923465,5,177.5
29941723,5,122
230403448,4.64,155
10337114,5,288
25896614,4.79,465
187190679,4.94,150
129772930,4.88,1500
493473453,5,96
49645950,5,169
1483451,4.96,183
5199109,4.89,291
5081260,4.86,289
474992074,5,470
512609443,4.91,89
23341466,5,130
269987340,4.6,495
312722,4.8,37
346962043,5,200
186680487,4.73,45
416552167,5,533.333333333333
2877165,5,284
966806,4.68,185
170477315,4.95,120
526312424,4.69,554.5
338790934,4.9,125
284935728,5,142
25112856,4.77,179
207523208,4.91,190
6169516,4.6,139
73164,4.83,200
484932854,5,270
31410976,4.8,230
183791136,5,60
132464510,4.96,168
236111560,5,929
389557826,4.5,998
568585,5,280
6911764,5,529
51426261,5,300
207773633,4.98,250
197270452,4.81,210
73957466,5,350
377246343,4.5,59.5
6617848,5,225
345535176,5,129
154894476,5,185
17478161,4.99,185
370216107,4.92,849
1844352,4.87,118
2386050,4.94,306
62745867,3.5,199
400944908,4.94,50
20117485,5,195
377953873,5,131.25
25689357,4.98,85
10017420,4.99,350
223368075,5,495
96659533,4.96,60
31305991,4.93,92
6755968,5,270
17183013,4.76,85
1103131,4.9,178
493519247,4.86,190
433726339,4.97,489
1001367,5,675
506659438,5,75
47658174,4.75,205
357734210,4.98,500
474179864,5,120
546483248,5,595
555558652,5,592
327541101,4.83,100
287461820,5,528
286952543,4.92,750
110372496,4.5,230
25840204,4.81,100
81015025,4.6,51
36209545,5,318
115355850,4.98,149
1119209,4.88,100
12639098,4.66,284
21110000,4.95,330
217251565,4.67,325
247502306,4.61,200
7919277,4,125
28692874,4.96,800
11079245,5,100
548313465,4.86,579
4025420,4.91,195
3763260,5,300
1010242,4.96,185
64208708,5,450
40534407,5,128
1682447,4.8,150
1504257,4.93,220
11004198,5,138
269264973,5,440
305738569,4.68,542
22405856,5,80
407354015,5,549
857599,3,200
129062212,4.51,190
4380358,4.6,110
103729,5,139
14600914,4.95,160
1502469,5,199
37402731,5,80
90025899,4.98,178
79170398,5,120
3900093,4.91,135
401202937,4.49,107.409836065574
6645134,5,42
5606448,4.96,286
512784279,5,120
170566147,4.5,235
23778489,5,165
662225,4.94,150
40800505,4.97,150
41209536,4.83,350
17116465,4.85,197
55535568,5,175
199339682,5,1028
573986292,4.93,639
9049657,4.89,1143
398931042,5,150
386516683,5,88.75
11305249,4.72,650
45595980,5,157.6
343450886,4.86,343
464534746,4.96,208
211595859,4.91,274.333333333333
57586379,5,10000
102754726,4.91,320
9119678,4.89,108
37178114,5,1303
506779,5,422.5
559434422,5,800
232640610,5,280
99798035,4.89,528
33126358,4.68,80
22098752,4.5,110
496749638,4.76,300.5
38515690,4.91,70
86892032,5,95
59051417,5,425
361567777,5,150
576882378,4.64,335
49015331,4.95,305
819674,5,2250
13611255,4.87,101
289122184,5,152.4
58556,5,319
576856246,4.5,325
574409829,5,619
377438582,5,249
23255533,4.33,220
496897466,4.93,85
38398698,4.76,621
42304005,4.69,128
438207643,1,41.25
35127770,4.85,188
21468170,4.81,178
467083339,5,261.5
78339088,4.7,242
209587921,4.95,239
44782700,4.93,250
8163133,4.93,349
10387090,4.8,44
97675538,4.95,599
271880907,4.6,525
481452777,4.88,833.133333333333
28749352,4.5,280
435050037,5,236.666666666667
15558725,5,250
19168930,5,374
73597409,4.64,150
98714463,5,132
500489684,4.93,135
500524007,5,749
16427741,4.66,135
62320685,5,137.5
73237249,5,960
22057975,4.89,130
124357,4.69,90
10285950,4.44,120
551692065,3.56,442.25
107272884,4.81,48.75
258030916,5,130
42101447,5,140
378877182,5,225
12578895,5,375
19791955,4.56,199
136101875,5,135
73564528,4.5,125
2010460,4.98,75
40832103,5,141
375216818,4.91,200
566027045,3.92,477
173708969,1,60
42942193,5,220
17471683,5,1175
2327106,4.96,150
529651385,5,120
268644876,5,160
17943391,4.93,91
92030616,4.96,365
40939327,5,120
258072,4.47,80
181372846,4.97,649
9892744,5,150
6801314,5,99.5
134946389,4.93,86
21742914,5,140
5919678,4.94,200
41658748,5,199.666666666667
44887928,4.99,500
465621581,4.93,293
9226441,4.89,397
91436483,4.68,301
558594519,4.83,595
1339545,4.95,154.285714285714
538591650,5,524.25
7777783,4.74,105
467766688,5,240
343440259,4,40.5
39972598,5,127.5
363834005,4.62,613
430599829,5,32.5
342839815,5,198
83027967,5,90
88465311,4,275
491189157,4.6,56
147402286,4.79,37.5
393196534,4.96,61.6666666666667
87183086,4.98,259
461848161,4.89,98.6666666666667
415480123,4.9,511
11898556,5,1500
480652547,5,46
13056751,4.83,107
90219307,4.95,118
40605120,4.65,155
7013830,5,256
8565572,5,159
60049,4.82,191
12986134,4.83,180
1681142,5,180
155812868,4.82,137.5
558233854,4.71,736
149431096,4.96,61.75
43549139,5,200
447061545,4.83,184.5
51357762,5,100
547590625,4.79,492
139528206,5,145
97853468,4.9,77.5
556474868,4.5,133
187030664,5,60
29176423,4.73,70
270796745,4.81,120
553839372,5,87
2801739,3.5,127
28187447,4.87,140
146132198,4.72,83
6393008,4.98,170
243204798,5,350
154221578,5,195
470816374,4.89,337
532451793,4.94,89
15321386,4.96,404
565585801,4.73,223
381374171,4.4,95
44223001,5,92
65235758,5,450
51351678,4.89,257.75
873273,4.85,155
377491269,5,89
90893179,4.94,56
255845850,5,115
153378849,5,50
42523215,5,75
531261874,5,145
192464234,4.95,71
498573400,4.86,167.5
374822883,4.77,60
261160242,5,75
60501531,4.67,100
167740858,5,113
216411482,4.98,40
494565738,4.75,136
76840423,4.99,150
352961845,4.88,169
181890686,5,116
224384517,4.92,78
1931205,4.86,214
70878068,5,88
471726877,5,71
482565750,4.75,100
534223571,4.77,139
122044895,5,55
480084040,4.92,70
91744364,4.96,160
547386,4.86,114
454300308,4.99,161
307205588,5,144
457467711,4.94,159
493257026,5,412
447548618,4.91,175
105497516,4.91,55
259616851,4.95,215
56265076,4.91,60
132586703,5,60
37318968,4.94,332
12133063,5,450
301101607,5,225
36138575,4.8,35
14751,5,190
416189034,4.94,110
137890627,4.9,60
293238741,4.75,165.5
24195130,4.99,170
393282713,4.6,58
47412299,4.81,100
44850669,4.96,100
498140931,4.86,95
156843123,5,89
293791261,5,88
63389796,4.92,350
492044795,1,200
479240588,5,79
480475204,5,82
134140323,4.91,190
212881346,5,70
15535829,4.82,76
50770601,4.47,117
377577659,4.96,249
83585937,4.98,69
518465602,4,94
288162140,5,336
464102537,4.95,130
58757704,5,130
15697894,5,60
22189723,4.9,60
687361,4.61,575
152478794,4.95,185
312738076,5,55
67836151,5,100
561222841,3.5,267
47351539,5,120.666666666667
4765305,5,100
324628,4.98,300
47336995,4.9,880
203981093,4.97,100
37221425,5,119
43443842,4.95,126
425363,4.93,230
75114184,5,89
64684122,5,273
493739633,4.5,56
379883703,4.87,100
485492389,5,41
90835843,5,75
84562428,4.7,40
64807862,4.67,230
188741104,4.97,105
444364795,4.86,38
401517,5,220
249286477,5,90
99551805,5,130
434043863,5,71.2
608396,5,99
109671307,4.84,132.333333333333
467880741,4.89,631
112901574,4.95,101.5
9870519,5,170
2862454,5,282
8602681,5,139
238065307,4.63,70
556342227,5,258.666666666667
26924376,4.94,150
65925820,5,288
484816344,5,175
6781477,4.25,164
2206506,4.9,149
77134747,5,118
145825873,5,118.666666666667
1288460,4.76,185
217507116,4.53,45
297176,4.5,72.5
106569357,5,234.333333333333
367280262,4.75,243
149768346,5,71
54743396,4.97,189
401942966,4.94,120
248426027,4.84,210
27379417,4.89,85
29582232,4.93,104.5
512255274,4.89,250
460919458,2.8,109.8
3007477,5,110
356623718,4.89,75.5
22059655,4.99,79
517029148,4.81,125
38786890,5,124
217793924,5,167
409756330,5,180
70234,4.96,126
6309019,4.98,100
10125401,4.93,123
134423541,5,500
418449940,4.86,189
8375500,4.94,47
83231755,5,131
445024498,5,317
426804754,4.97,180
236432765,4.69,150
546951909,4.85,578
24144577,4.95,450
90632607,4.4,101
223807986,4,298
270123215,4.93,100
2203885,5,328.5
53154003,5,63
546312754,4.43,416
12290324,4.86,250
10428997,5,153.5
47554473,4.63,219.357142857143
428156760,5,65
135136607,5,98
381610034,4.56,254
549470889,4.93,362
485069833,5,119
303991288,4.86,252
81954660,5,325
546633791,4.65,512.333333333333
491512638,4.33,270
476462867,5,128
491950794,5,200
11263163,4.88,445
30839692,5,39
24770539,4.99,162
532499346,5,220
2023993,4.95,80
219519216,4.75,135
258818973,4.86,50
215556105,5,85
270538792,5,550
152877297,5,117
461074296,4.93,180
534193501,4,139
2714897,5,110
178435649,4.79,187.5
470005375,5,161.5
424685230,4.96,425
385714687,4.88,160
465092276,5,350
265420923,4.66,45
490117218,5,78
257245441,4.85,105
103375362,5,149
100783465,5,254
117543014,5,94
207205519,5,110
346364657,4.8,75
9090698,5,275
521283201,5,85
113905011,4.96,278
24856897,5,140
389805358,4.96,440
416179654,5,159
68417473,4.96,161
80134273,4.98,149
169472089,5,102
132536008,5,143
206313609,4.96,88.5
472442026,4.92,70.75
71009894,4.77,89
241945355,4.51,140
472125262,4.87,220
196557649,5,285
203982404,4.98,100
160322636,4.92,64
54508926,4.93,130
406616783,4.46,175
310888804,4.94,105.75
64542737,5,176
97657342,4.97,205
5569141,4.96,76
289154444,4.5,132
139572572,4.97,187.25
411760614,4.83,93
430324786,5,48
88460453,4.96,125
24530713,4.9,113.666666666667
108249932,4.88,118
228562055,5,200
238735207,4.99,179
394156430,5,157
57769225,4.96,119
45197707,4.99,100
499071357,4.92,140
37740031,4.99,150
156481014,4.99,275
211823412,5,227.5
120623,5,185
516204058,4.86,118
163843832,5,75
165853174,4.97,139
9836692,4.95,296
107412207,4.8,99
71146310,4.9,80
466967733,5,70
570004240,4.69,508
5522547,5,120
91804427,4.74,45
340064506,4.81,220
39477098,5,130
518043036,5,494
4011286,5,200
514014389,5,164
488961311,4.9,115
483763106,5,250
37703550,4.95,65
8712217,4.5,200
313257412,4.67,166.666666666667
143052745,4.85,50.25
360537,5,223
149814698,4.83,75
20912185,4.95,130
1680212,5,132
471939490,5,55
397371658,4.8,314
230378560,4.79,75
53877127,4.75,80
3787962,5,295
447283837,4.83,227.5
137766708,4.92,241
157798,4.9,85
27615247,4.77,91.5
458598023,4.98,123
172113555,4.96,174.5
58528354,4,105
94048062,4.99,250
12879538,4.94,109
14046864,4.6,65
11725608,4.81,77
4365662,4.98,55
479109924,4.76,120
282625150,4.9,285
456331483,4.78,70
141027957,4.88,86
356886004,2,91
36393546,4.86,201.5
541698622,5,293.5
9372363,4.89,84.5
192723267,4.95,159.333333333333
1288653,5,238
308020665,4.91,220
207003851,5,45
487002391,5,508
396662812,4.6,96
23719409,4.77,80
85330,4.96,94
229161868,5,99
34913162,4.95,176
126451493,4.53,148
1997143,4.47,82.4285714285714
6408950,4.73,175
222426321,4.97,213
129797713,4.79,85
5215764,5,110
368700813,5,78
248493896,5,99
197489882,4.71,114.666666666667
295596237,4.68,217
25249481,4.8,40
132042700,4.97,48.5
462025910,5,52.5
121399223,4.94,185.666666666667
561256814,5,334
495564291,5,292
9791461,4.94,150
10402380,4.89,88.3333333333333
23345098,4.85,44
105692628,4.9,150
445563777,5,455
177922,5,55
467600659,4.96,68
4991034,5,200
80777352,4.97,65
162933359,4.75,70
240907115,4.97,99
4031913,4.93,118
246351353,4.86,71
10987233,4.92,60
47461622,4.83,85
48863708,4.84,202.5
13664245,5,76
351489331,4.74,70
764790,5,225
11802368,5,92
173857407,5,156.666666666667
231352024,4.96,75
31895696,4.93,83.5
446435330,4.95,70
25266538,4.75,90
557356709,4.91,72
156047478,4.89,87.75
416750758,5,150
154629695,4.99,60
242970692,4.74,349.75
17766289,4.5,55
371795453,3,47.6
541164513,5,140
267886811,4.69,66
4378763,4.73,100
5663597,5,150
697477,4.94,70
178229322,4.9,76.5
345626278,4.4,64.3333333333333
115307231,5,74
17719747,4.89,250
69798076,5,152.5
12570191,5,252
62787599,4.78,106
487219193,5,253
455683614,4.46,310
28840768,4.85,219
42488595,4.91,77
83978022,4.5,138
534070430,4.2,107
93020402,4.69,128
167371241,5,125
109853394,5,170
123048179,4.51,160
194108889,4.91,152
15935989,5,174
450104410,4.6,165
781674,4.8,60
103361884,5,60
473113,4.97,140
2790890,4.92,75.5
583468908,5,562.25
5352610,5,137
561181371,4.94,225
546512405,4.92,197
2590864,4.97,90
17085442,4.92,87
31205165,4.98,250
2157562,4.97,250
269664482,5,264.333333333333
433332162,4.73,91
87835557,4.77,115
1896159,4.83,154
427184,4.5,137.5
67036224,4.93,255
3179968,4.99,82
378228712,4.94,130
51239388,5,200
36821356,4.82,314
36566468,5,260
297311545,4.67,43
483771253,4.89,200
71210357,5,75
450089462,5,56
14544355,4.91,100
102358867,5,58
407316775,4.4,150
280339236,4.97,99
179366206,5,55
393754684,4.77,115
23334165,4.96,130
269909179,4.77,90
51459559,4.83,62
2082420,4.94,87
