"host_id","host_acceptance_rate","price","host_is_superhost"
393043,0,80,"Not Superhost"
92650708,100,389,"Not Superhost"
421601513,93,50,"Not Superhost"
9946160,100,125,"Not Superhost"
490767259,100,120,"Not Superhost"
143127602,100,100.142857142857,"Not Superhost"
115136074,100,140,"Not Superhost"
49164309,83,176,"Not Superhost"
51231431,100,115,"Not Superhost"
263002309,86,112.5,"Not Superhost"
178176640,97,127,"Not Superhost"
171171143,50,75,"Not Superhost"
333256736,94,102.4,"Not Superhost"
63949298,100,90,"Not Superhost"
21194343,83,99.5,"Not Superhost"
101772343,67,165,"Not Superhost"
514336640,100,100,"Not Superhost"
364506884,82,186,"Not Superhost"
388759271,80,168.5,"Not Superhost"
433014769,99,220,"Not Superhost"
70774951,47,393.5,"Not Superhost"
154763419,100,106,"Not Superhost"
134474665,0,39,"Not Superhost"
11052073,50,300,"Not Superhost"
266310389,60,45,"Not Superhost"
30065089,100,307.75,"Not Superhost"
43825074,94,48.2,"Not Superhost"
45845050,100,80,"Not Superhost"
6682652,78,140,"Not Superhost"
206778021,100,95,"Not Superhost"
162980623,100,65,"Not Superhost"
497083839,100,156,"Not Superhost"
137814,100,110.5,"Not Superhost"
3436710,75,180,"Not Superhost"
195024069,100,288,"Not Superhost"
540531448,96,378.666666666667,"Not Superhost"
126501524,95,170,"Not Superhost"
7680478,100,95,"Not Superhost"
475318457,100,96,"Not Superhost"
23772724,83,146.581081081081,"Not Superhost"
463464923,100,93.3333333333333,"Not Superhost"
31626212,96,75.6,"Not Superhost"
25323622,100,159,"Not Superhost"
248122395,100,602,"Not Superhost"
48088611,100,293.5,"Not Superhost"
2125773,40,170,"Not Superhost"
224314967,100,73.3333333333333,"Not Superhost"
148108,79,250,"Not Superhost"
7801481,69,105,"Not Superhost"
452631152,83,68,"Not Superhost"
110346058,100,47,"Not Superhost"
23732730,100,135,"Not Superhost"
145862771,73,80,"Not Superhost"
159598333,86,129.75,"Not Superhost"
256590,75,85,"Not Superhost"
434325396,100,100,"Not Superhost"
227736941,100,87,"Not Superhost"
130564186,100,53,"Not Superhost"
10321540,95,72,"Not Superhost"
565665558,100,427.5,"Not Superhost"
36741644,100,255,"Not Superhost"
468527022,100,306.333333333333,"Not Superhost"
345231956,100,360.75,"Not Superhost"
369906131,0,84,"Not Superhost"
62165573,100,182,"Not Superhost"
112142263,100,125,"Not Superhost"
16319702,0,141,"Not Superhost"
422319674,100,180,"Not Superhost"
19655868,72,45,"Not Superhost"
375297023,100,106,"Not Superhost"
23185423,100,115,"Not Superhost"
385558721,93,98,"Not Superhost"
100573908,99,186,"Not Superhost"
433944579,100,85,"Not Superhost"
115423087,0,120,"Not Superhost"
264984346,57,66,"Not Superhost"
118759821,97,39,"Not Superhost"
487744763,0,150,"Not Superhost"
441017280,100,120,"Not Superhost"
324456902,100,114,"Not Superhost"
460964001,83,49.5,"Not Superhost"
74541079,100,106.333333333333,"Not Superhost"
397598833,95,54.25,"Not Superhost"
43893277,100,85,"Not Superhost"
131180798,100,105,"Not Superhost"
161976329,71,93,"Not Superhost"
314302433,100,99,"Not Superhost"
32009364,100,429,"Not Superhost"
87612379,100,382,"Not Superhost"
42540396,98,110,"Not Superhost"
200587972,100,95,"Not Superhost"
329582733,92,178,"Not Superhost"
22420999,85,75.6666666666667,"Not Superhost"
66269338,78,35,"Not Superhost"
807642,100,181,"Not Superhost"
107915864,99,86,"Not Superhost"
327542066,100,99,"Not Superhost"
101491116,100,71.5,"Not Superhost"
464738071,0,65,"Not Superhost"
1129218,100,70,"Not Superhost"
502735846,99,223,"Not Superhost"
73643860,92,72,"Not Superhost"
98868983,100,118.5,"Not Superhost"
133037177,67,30,"Not Superhost"
60637082,100,115,"Not Superhost"
385630107,100,72.5,"Not Superhost"
351627173,0,172,"Not Superhost"
3191371,99,93.5,"Not Superhost"
149603923,100,250,"Not Superhost"
2675998,0,112.5,"Not Superhost"
494891626,100,148.5,"Not Superhost"
479570403,100,90,"Not Superhost"
551702650,100,87,"Not Superhost"
462287349,99,130,"Not Superhost"
149245620,90,255,"Not Superhost"
86020908,100,93.3333333333333,"Not Superhost"
105315535,60,180,"Not Superhost"
58208415,70,298,"Not Superhost"
367705043,99,486,"Not Superhost"
15163256,100,130,"Not Superhost"
104188124,0,65,"Not Superhost"
335973546,8,40,"Not Superhost"
374365525,100,100,"Not Superhost"
401623107,100,122,"Not Superhost"
524902261,100,500,"Not Superhost"
26649292,100,225,"Not Superhost"
507403375,100,149,"Not Superhost"
146963216,100,114.5,"Not Superhost"
429946972,97,113.5,"Not Superhost"
254150644,50,57,"Not Superhost"
427458930,86,155,"Not Superhost"
577318158,69,115.5,"Not Superhost"
11027691,98,195.5,"Not Superhost"
424033060,50,140,"Not Superhost"
173249074,90,47.5,"Not Superhost"
41464891,99,71.2,"Not Superhost"
8387407,100,110,"Not Superhost"
19374097,100,59,"Not Superhost"
150761245,100,211,"Not Superhost"
46860545,60,75,"Not Superhost"
26435150,100,137.5,"Not Superhost"
18565670,100,49,"Not Superhost"
12908755,100,86,"Not Superhost"
196464914,14,150,"Not Superhost"
417740213,48,78.2,"Not Superhost"
9653082,100,91,"Not Superhost"
59824375,100,125,"Not Superhost"
535500187,99,525.75,"Not Superhost"
481893833,100,80,"Not Superhost"
120745552,100,95,"Not Superhost"
501608084,53,157,"Not Superhost"
77222767,20,52,"Not Superhost"
457491342,100,99,"Not Superhost"
49509847,0,144,"Not Superhost"
24943910,100,61,"Not Superhost"
2979971,100,70,"Not Superhost"
147087560,100,115,"Not Superhost"
195034008,85,122,"Not Superhost"
210811197,50,110,"Not Superhost"
411034737,84,58,"Not Superhost"
24934866,100,151.5,"Not Superhost"
182394589,94,106.5,"Not Superhost"
471461245,97,110,"Not Superhost"
108168953,97,113,"Not Superhost"
227413647,100,55,"Not Superhost"
215183568,95,57,"Not Superhost"
64813922,95,420,"Not Superhost"
208365297,97,108.666666666667,"Not Superhost"
1406432,100,160,"Not Superhost"
31241183,100,65,"Not Superhost"
19202140,100,390,"Not Superhost"
471303517,69,378.8,"Not Superhost"
5878702,100,800,"Not Superhost"
555739,100,86,"Not Superhost"
25459,100,45,"Not Superhost"
378919673,100,120,"Not Superhost"
7635592,50,25,"Not Superhost"
577397390,97,126,"Not Superhost"
544139543,99,186,"Not Superhost"
25041674,83,113,"Not Superhost"
590105567,100,145,"Not Superhost"
483609834,98,193.5,"Not Superhost"
218301609,100,90,"Not Superhost"
416654796,100,98,"Not Superhost"
26052832,95,175,"Not Superhost"
143040555,85,59.5,"Not Superhost"
153524812,99,117,"Not Superhost"
8259529,100,148,"Not Superhost"
181473459,100,200,"Not Superhost"
238118741,0,125,"Not Superhost"
96545635,96,139,"Not Superhost"
49634516,50,250,"Not Superhost"
210147522,100,99,"Not Superhost"
185766904,29,99,"Not Superhost"
107040079,78,47.5,"Not Superhost"
528827005,14,275,"Not Superhost"
573381793,100,395.5,"Not Superhost"
3181155,67,100,"Not Superhost"
398460031,100,178,"Not Superhost"
85414049,100,130,"Not Superhost"
60800878,67,72,"Not Superhost"
321823933,0,46,"Not Superhost"
34404823,100,73,"Not Superhost"
4461031,36,100,"Not Superhost"
76021267,71,65,"Not Superhost"
58782992,100,206.5,"Not Superhost"
10396247,67,199,"Not Superhost"
67045498,50,189,"Not Superhost"
173864851,18,10,"Not Superhost"
480702161,100,85,"Not Superhost"
241559,88,126,"Not Superhost"
1258469,90,198,"Not Superhost"
17011560,100,125,"Not Superhost"
485827054,100,113,"Not Superhost"
84491220,0,80,"Not Superhost"
238554889,100,799,"Not Superhost"
408976756,60,155,"Not Superhost"
462733314,100,112.5,"Not Superhost"
40511252,92,69,"Not Superhost"
201459358,50,57,"Not Superhost"
7157099,98,135,"Not Superhost"
77341393,100,72,"Not Superhost"
43232773,100,110,"Not Superhost"
24631598,78,142,"Not Superhost"
12950555,89,152.666666666667,"Not Superhost"
485323152,100,102,"Not Superhost"
30377766,63,110,"Not Superhost"
333026020,100,168,"Not Superhost"
391528273,75,350,"Not Superhost"
10576263,100,107,"Not Superhost"
7503643,100,149.75,"Not Superhost"
31915917,67,175,"Not Superhost"
17622034,100,71.5,"Not Superhost"
292048746,87,65,"Not Superhost"
560904030,96,122.5,"Not Superhost"
12674973,20,235,"Not Superhost"
494562913,75,90,"Not Superhost"
155030835,100,200,"Not Superhost"
36903907,100,219,"Not Superhost"
26766402,100,109,"Not Superhost"
272545283,90,149,"Not Superhost"
91076684,99,129,"Not Superhost"
241336565,83,142.5,"Not Superhost"
7065881,100,199,"Not Superhost"
413982944,98,250,"Not Superhost"
140153865,100,90,"Not Superhost"
256031371,100,140.75,"Not Superhost"
17266991,75,55,"Not Superhost"
297430185,100,195,"Not Superhost"
422624029,100,250,"Not Superhost"
12776054,0,52,"Not Superhost"
348912520,99,801,"Not Superhost"
21942044,100,96,"Not Superhost"
22214626,100,438,"Not Superhost"
470173109,100,243.833333333333,"Not Superhost"
23713669,0,250,"Not Superhost"
23908524,100,349.5,"Not Superhost"
193758145,100,129,"Not Superhost"
181154504,0,220,"Not Superhost"
487215434,100,75,"Not Superhost"
266502082,100,80,"Not Superhost"
498261699,64,303.5,"Not Superhost"
22816592,98,268,"Not Superhost"
168416827,100,69,"Not Superhost"
51752700,50,52,"Not Superhost"
65837,80,300,"Not Superhost"
130901,75,700,"Not Superhost"
4106320,96,48,"Not Superhost"
577784857,96,671,"Not Superhost"
15310048,88,340,"Not Superhost"
22980167,0,90,"Not Superhost"
20178795,86,201,"Not Superhost"
43887166,100,75,"Not Superhost"
51438025,100,149,"Not Superhost"
2617418,99,109,"Not Superhost"
228012,0,101,"Not Superhost"
62574401,50,75,"Not Superhost"
105640471,80,145,"Not Superhost"
35529520,33,100,"Not Superhost"
466434714,81,199,"Not Superhost"
93526944,100,262,"Not Superhost"
66508607,100,130,"Not Superhost"
8925763,100,145,"Not Superhost"
159592932,43,114,"Not Superhost"
128629269,100,159,"Not Superhost"
31614694,100,130,"Not Superhost"
106634512,90,133,"Not Superhost"
217829668,82,127,"Not Superhost"
25871439,0,63,"Not Superhost"
158298807,100,110,"Not Superhost"
511952222,78,100,"Not Superhost"
295370107,67,99,"Not Superhost"
547471971,96,271,"Not Superhost"
218959287,100,130,"Not Superhost"
11941241,100,96,"Not Superhost"
130756194,99,109,"Not Superhost"
466450403,100,732.5,"Not Superhost"
13934498,91,128,"Not Superhost"
16597520,100,101,"Not Superhost"
16286671,67,550,"Not Superhost"
19065117,100,104,"Not Superhost"
343575296,100,80,"Not Superhost"
28584269,90,125,"Not Superhost"
437920123,75,160,"Not Superhost"
49500419,98,207.5,"Not Superhost"
1020258,0,800,"Not Superhost"
30588612,98,123,"Not Superhost"
278161659,100,149,"Not Superhost"
434827450,100,95,"Not Superhost"
59392167,63,146,"Not Superhost"
3241305,100,122,"Not Superhost"
37787619,98,152.5,"Not Superhost"
415885305,86,479,"Not Superhost"
322716,59,114,"Not Superhost"
59974573,100,83,"Not Superhost"
78464432,100,220,"Not Superhost"
126538085,93,90,"Not Superhost"
420975523,73,156,"Not Superhost"
182980197,100,240,"Not Superhost"
382749079,100,121,"Not Superhost"
200625983,100,182,"Not Superhost"
45550171,83,120,"Not Superhost"
40218397,100,139,"Not Superhost"
266582506,100,110,"Not Superhost"
30167099,79,131,"Not Superhost"
52339704,93,151,"Not Superhost"
436579802,100,98.5,"Not Superhost"
123315344,98,145,"Not Superhost"
139127299,100,159.5,"Not Superhost"
7659349,100,129,"Not Superhost"
19483885,100,85,"Not Superhost"
17719708,98,182,"Not Superhost"
50116095,0,75,"Not Superhost"
268757078,0,35,"Not Superhost"
29317213,59,344,"Not Superhost"
380013607,98,312,"Not Superhost"
214428653,77,136,"Not Superhost"
303622495,100,130,"Not Superhost"
537177791,98,182,"Not Superhost"
529436268,98,119,"Not Superhost"
47633041,100,256,"Not Superhost"
469110412,86,179,"Not Superhost"
476314929,100,191,"Not Superhost"
257495691,100,120,"Not Superhost"
1267556,100,39,"Not Superhost"
56403037,100,39,"Not Superhost"
512826449,50,171,"Not Superhost"
12087651,100,95,"Not Superhost"
570365352,93,110,"Not Superhost"
328114678,75,98,"Not Superhost"
52430092,33,160,"Not Superhost"
318899,100,50,"Not Superhost"
211136294,96,76.8888888888889,"Not Superhost"
183241198,8,167,"Not Superhost"
485946841,100,188,"Not Superhost"
20557896,100,65,"Not Superhost"
194377255,100,70,"Not Superhost"
4225997,78,68,"Not Superhost"
2239196,58,155,"Not Superhost"
299128204,100,263,"Not Superhost"
46182242,0,140,"Not Superhost"
37083908,94,164,"Not Superhost"
48064356,100,100,"Not Superhost"
478592369,89,60,"Not Superhost"
16106756,100,200,"Not Superhost"
183507429,100,349,"Not Superhost"
288838837,50,120,"Not Superhost"
32162495,80,84,"Not Superhost"
500342826,97,188,"Not Superhost"
436565885,92,157,"Not Superhost"
77497967,100,190,"Not Superhost"
20985215,66,99,"Not Superhost"
486339875,100,170,"Not Superhost"
316839680,33,160,"Not Superhost"
564616146,99,215,"Not Superhost"
75115101,50,130,"Not Superhost"
94493643,60,199,"Not Superhost"
274605727,100,85,"Not Superhost"
82504767,100,120,"Not Superhost"
378924061,92,84,"Not Superhost"
71176935,83,49,"Not Superhost"
449616929,100,35,"Not Superhost"
268218366,93,117,"Not Superhost"
150489232,100,37,"Not Superhost"
1804766,82,180,"Not Superhost"
46979077,89,77.5,"Not Superhost"
419656323,0,60,"Not Superhost"
200950980,100,250,"Not Superhost"
518821,50,125,"Not Superhost"
305613304,100,104,"Not Superhost"
148123938,75,274.5,"Not Superhost"
464780709,100,129,"Not Superhost"
431921077,100,118,"Not Superhost"
69029231,100,130,"Not Superhost"
19242857,96,178,"Not Superhost"
1256874,100,250,"Not Superhost"
417389851,100,242,"Not Superhost"
244078625,100,186,"Not Superhost"
504813593,96,145,"Not Superhost"
440060338,0,77,"Not Superhost"
499068203,100,93,"Not Superhost"
3542562,0,63,"Not Superhost"
432967074,100,106,"Not Superhost"
544331763,100,95,"Not Superhost"
328093301,99,170,"Not Superhost"
11458977,0,108,"Not Superhost"
430436254,100,499,"Not Superhost"
14079322,33,300,"Not Superhost"
548858191,43,53.75,"Not Superhost"
25141383,100,127,"Not Superhost"
468168420,99,229.5,"Not Superhost"
47746841,89,350,"Not Superhost"
3048003,67,170,"Not Superhost"
6110471,100,85,"Not Superhost"
52725589,0,665,"Not Superhost"
5790405,81,174,"Not Superhost"
10085435,86,190,"Not Superhost"
497672,75,85,"Not Superhost"
62668424,50,126.666666666667,"Not Superhost"
335368354,98,1263,"Not Superhost"
22766478,100,200,"Not Superhost"
3677131,0,98,"Not Superhost"
10365281,100,180,"Not Superhost"
5976698,0,75,"Not Superhost"
4852748,85,236.9,"Not Superhost"
1021060,100,265,"Not Superhost"
264966630,100,154,"Not Superhost"
412531962,100,354,"Not Superhost"
584354864,100,489,"Not Superhost"
303621536,37,132,"Not Superhost"
276644957,94,169,"Not Superhost"
50820799,46,150,"Not Superhost"
34876980,100,80,"Not Superhost"
433917,78,80,"Not Superhost"
126592760,83,149,"Not Superhost"
376917127,100,290,"Not Superhost"
1417757,100,153.666666666667,"Not Superhost"
115854410,100,130,"Not Superhost"
470975288,99,167,"Not Superhost"
89236033,0,75,"Not Superhost"
226205088,50,145,"Not Superhost"
229149668,100,150,"Not Superhost"
383843731,94,383.333333333333,"Not Superhost"
363834,82,105,"Not Superhost"
262582989,100,108.5,"Not Superhost"
468732453,100,205,"Not Superhost"
11573876,100,102,"Not Superhost"
220765580,100,180,"Not Superhost"
38837666,94,192,"Not Superhost"
360780711,100,88,"Not Superhost"
33532865,33,300,"Not Superhost"
11614416,100,189,"Not Superhost"
547713282,0,196,"Not Superhost"
2515274,70,282,"Not Superhost"
4139266,75,350,"Not Superhost"
57250707,100,115,"Not Superhost"
2610706,18,250,"Not Superhost"
129864772,95,128,"Not Superhost"
6695224,43,275,"Not Superhost"
2374010,25,299,"Not Superhost"
9892520,100,164.142857142857,"Not Superhost"
489957624,100,348.3,"Not Superhost"
229695499,0,200,"Not Superhost"
451866608,100,265,"Not Superhost"
201390,100,180,"Not Superhost"
4487224,90,249,"Not Superhost"
47729727,0,232,"Not Superhost"
318213165,100,170,"Not Superhost"
31177258,0,245,"Not Superhost"
45341740,99,409.5,"Not Superhost"
57257950,49,491.666666666667,"Not Superhost"
17888612,100,154,"Not Superhost"
257606572,100,1850,"Not Superhost"
299097519,100,98,"Not Superhost"
17984804,57,425,"Not Superhost"
161702492,100,323,"Not Superhost"
9709235,0,140,"Not Superhost"
22246427,100,145,"Not Superhost"
448183921,100,99,"Not Superhost"
134951555,100,100,"Not Superhost"
435772116,100,133,"Not Superhost"
273792273,93,200,"Not Superhost"
201833647,97,495,"Not Superhost"
14925591,88,114,"Not Superhost"
134264127,90,149,"Not Superhost"
10786332,40,275,"Not Superhost"
23317640,89,250,"Not Superhost"
298086688,50,195,"Not Superhost"
898412,0,90,"Not Superhost"
591943273,100,250,"Not Superhost"
31021293,50,250,"Not Superhost"
45604174,100,268,"Not Superhost"
3598494,79,257,"Not Superhost"
171879907,97,180,"Not Superhost"
19338842,100,124,"Not Superhost"
1550888,67,84.5,"Not Superhost"
37274021,0,120,"Not Superhost"
94543144,100,98,"Not Superhost"
109196592,50,220,"Not Superhost"
110361431,90,66683.3333333333,"Not Superhost"
89593269,100,130,"Not Superhost"
21329080,33,100,"Not Superhost"
8049757,100,225,"Not Superhost"
251807178,100,61.6,"Not Superhost"
25537142,100,51.6666666666667,"Not Superhost"
48547519,100,167,"Not Superhost"
4655461,75,250,"Not Superhost"
26989131,69,175,"Not Superhost"
264934283,100,114,"Not Superhost"
387699039,99,225,"Not Superhost"
233521077,50,272,"Not Superhost"
6502531,100,90,"Not Superhost"
27054897,88,145,"Not Superhost"
8654731,65,185,"Not Superhost"
566054243,100,488.5,"Not Superhost"
11549342,100,225,"Not Superhost"
529678261,50,275,"Not Superhost"
30799832,100,300,"Not Superhost"
193490396,75,160,"Not Superhost"
536699718,99,344,"Not Superhost"
154866,80,120,"Not Superhost"
5955262,50,100,"Not Superhost"
40040638,97,140,"Not Superhost"
17985,100,49,"Not Superhost"
544652279,99,115,"Not Superhost"
271581236,54,211.166666666667,"Not Superhost"
116865007,57,220,"Not Superhost"
2166065,100,250,"Not Superhost"
85281944,50,119,"Not Superhost"
17462538,100,250,"Not Superhost"
198890291,100,159,"Not Superhost"
347600593,100,148,"Not Superhost"
306361395,100,189,"Not Superhost"
28638768,0,60,"Not Superhost"
155935757,99,97.6666666666667,"Not Superhost"
8207362,83,65,"Not Superhost"
221893,82,200,"Not Superhost"
1306995,100,282,"Not Superhost"
459478010,100,416,"Not Superhost"
64172780,100,65,"Not Superhost"
403320678,80,135,"Not Superhost"
1140882,100,75,"Not Superhost"
7702,73,150,"Not Superhost"
532726548,100,1042,"Not Superhost"
401400056,80,360,"Not Superhost"
219505617,100,95,"Not Superhost"
2452616,100,318,"Not Superhost"
56247346,71,150,"Not Superhost"
514624207,85,692,"Not Superhost"
560547119,93,56.3571428571429,"Not Superhost"
37750296,0,165,"Not Superhost"
252361,88,230,"Not Superhost"
13109081,100,80,"Not Superhost"
2361069,100,181,"Not Superhost"
23852000,83,152,"Not Superhost"
7475363,39,71,"Not Superhost"
546657469,88,366.5,"Not Superhost"
201826661,100,100,"Not Superhost"
1499286,100,294,"Not Superhost"
2635819,100,42,"Not Superhost"
112955604,80,49,"Not Superhost"
350711081,100,950,"Not Superhost"
1395940,50,65,"Not Superhost"
31097883,0,250,"Not Superhost"
2807218,100,200,"Not Superhost"
587918,100,270,"Not Superhost"
555887626,99,1362,"Not Superhost"
49494357,85,369.5,"Not Superhost"
302903408,70,1017.5,"Not Superhost"
450945400,100,466,"Not Superhost"
258181871,100,87.5,"Not Superhost"
1147345,100,550,"Not Superhost"
90797353,89,150,"Not Superhost"
464746313,64,300,"Not Superhost"
53821850,98,132.5,"Not Superhost"
402572772,98,87,"Not Superhost"
1952183,100,240,"Not Superhost"
314941,0,173.666666666667,"Not Superhost"
24641078,100,134,"Not Superhost"
397299731,38,143.5,"Not Superhost"
95436015,100,314.333333333333,"Not Superhost"
278985545,88,69.5,"Not Superhost"
1776666,0,160,"Not Superhost"
438550739,97,393,"Not Superhost"
483017091,81,105,"Not Superhost"
4399103,71,286.666666666667,"Not Superhost"
556868112,99,423,"Not Superhost"
104921994,67,206,"Not Superhost"
559022608,97,314,"Not Superhost"
283057520,98,181.166666666667,"Not Superhost"
553005921,100,506,"Not Superhost"
8857791,89,150,"Not Superhost"
527022914,97,105,"Not Superhost"
25414207,100,102.444444444444,"Not Superhost"
120981856,67,60,"Not Superhost"
92720308,83,80,"Not Superhost"
54180443,50,58,"Not Superhost"
4887529,100,119,"Not Superhost"
506781276,81,485,"Not Superhost"
47536613,100,515,"Not Superhost"
129009415,0,615,"Not Superhost"
74215453,100,93.3333333333333,"Not Superhost"
1302029,36,179.5,"Not Superhost"
8751800,0,135,"Not Superhost"
313661879,50,175,"Not Superhost"
16438279,0,350,"Not Superhost"
34762329,100,55,"Not Superhost"
390560570,100,142.5,"Not Superhost"
258040726,100,95,"Not Superhost"
566895155,96,670.333333333333,"Not Superhost"
555768867,100,404.25,"Not Superhost"
5986790,67,65,"Not Superhost"
466759693,96,104,"Not Superhost"
36988365,50,100,"Not Superhost"
247876666,71,120,"Not Superhost"
576503874,100,57,"Not Superhost"
303867618,100,178.5,"Not Superhost"
27689195,78,395,"Not Superhost"
574753999,97,101.5,"Not Superhost"
6796668,78,154,"Not Superhost"
6874611,91,350,"Not Superhost"
409362260,90,151,"Not Superhost"
25002053,56,105,"Not Superhost"
355144328,100,200,"Not Superhost"
24673273,100,170,"Not Superhost"
374437935,100,93,"Not Superhost"
502685591,59,64,"Not Superhost"
452083306,100,160,"Not Superhost"
441603048,100,298,"Not Superhost"
263510,100,104,"Not Superhost"
56373916,0,1200,"Not Superhost"
3709510,86,94,"Not Superhost"
16482147,100,140,"Not Superhost"
487604591,100,102.5,"Not Superhost"
526805,57,150,"Not Superhost"
417707701,67,59.5,"Not Superhost"
96311058,100,150,"Not Superhost"
7291044,0,106,"Not Superhost"
527543193,100,761.75,"Not Superhost"
294887247,90,163,"Not Superhost"
492458108,100,130,"Not Superhost"
11521860,86,200,"Not Superhost"
503531800,100,225,"Not Superhost"
1624498,83,431,"Not Superhost"
22087408,99,351,"Not Superhost"
3562479,100,100,"Not Superhost"
7531229,0,260,"Not Superhost"
1102291,64,842,"Not Superhost"
55425915,80,145,"Not Superhost"
923465,100,177.5,"Not Superhost"
29941723,100,122,"Not Superhost"
230403448,82,155,"Not Superhost"
497267,100,1380,"Not Superhost"
25896614,93,465,"Not Superhost"
187190679,75,150,"Not Superhost"
129772930,43,1500,"Not Superhost"
493473453,100,96,"Not Superhost"
49645950,91,169,"Not Superhost"
1483451,100,183,"Not Superhost"
5199109,91,291,"Not Superhost"
8859950,0,112,"Not Superhost"
512609443,100,89,"Not Superhost"
23341466,100,130,"Not Superhost"
269987340,100,495,"Not Superhost"
312722,36,37,"Not Superhost"
346962043,10,200,"Not Superhost"
186680487,0,45,"Not Superhost"
416552167,100,533.333333333333,"Not Superhost"
2877165,96,284,"Not Superhost"
966806,55,185,"Not Superhost"
170477315,50,120,"Not Superhost"
526312424,99,554.5,"Not Superhost"
338790934,86,125,"Not Superhost"
284935728,59,142,"Not Superhost"
207523208,100,190,"Not Superhost"
73164,33,200,"Not Superhost"
5186545,0,75,"Not Superhost"
183791136,0,60,"Not Superhost"
132464510,73,168,"Not Superhost"
568585,100,280,"Not Superhost"
6911764,55,529,"Not Superhost"
187296193,100,292,"Not Superhost"
207773633,83,250,"Not Superhost"
377246343,0,59.5,"Not Superhost"
6617848,75,225,"Not Superhost"
345535176,100,129,"Not Superhost"
154894476,75,185,"Not Superhost"
17478161,78,185,"Not Superhost"
370216107,97,849,"Not Superhost"
1844352,87,118,"Not Superhost"
2386050,85,306,"Not Superhost"
62745867,100,199,"Not Superhost"
400944908,100,50,"Not Superhost"
377953873,86,131.25,"Not Superhost"
25689357,100,85,"Not Superhost"
10017420,80,350,"Not Superhost"
223368075,100,495,"Not Superhost"
96659533,69,60,"Not Superhost"
31305991,100,92,"Not Superhost"
27104790,0,144,"Not Superhost"
6755968,100,270,"Not Superhost"
1103131,98,178,"Not Superhost"
493519247,94,190,"Not Superhost"
433726339,97,489,"Not Superhost"
506659438,100,75,"Not Superhost"
47658174,100,205,"Not Superhost"
4403646,26,638.5,"Not Superhost"
474179864,78,120,"Not Superhost"
558746408,83,632,"Not Superhost"
117738,67,589,"Not Superhost"
546483248,100,595,"Not Superhost"
555558652,96,592,"Not Superhost"
327541101,100,100,"Not Superhost"
287461820,100,528,"Not Superhost"
286952543,67,750,"Not Superhost"
25840204,100,100,"Not Superhost"
81015025,0,51,"Not Superhost"
36209545,100,318,"Not Superhost"
115355850,50,149,"Not Superhost"
1119209,50,100,"Not Superhost"
12639098,100,284,"Not Superhost"
21110000,100,330,"Not Superhost"
217251565,0,325,"Not Superhost"
28692874,91,800,"Not Superhost"
548313465,67,579,"Not Superhost"
3763260,94,300,"Not Superhost"
1010242,100,185,"Not Superhost"
40534407,88,128,"Not Superhost"
545908720,39,200.4,"Not Superhost"
1504257,53,220,"Not Superhost"
269264973,65,440,"Not Superhost"
305738569,97,542,"Not Superhost"
22405856,0,80,"Not Superhost"
223086036,0,254,"Not Superhost"
129062212,93,190,"Not Superhost"
457313119,100,350,"Not Superhost"
572822824,96,45.5555555555556,"Not Superhost"
575493455,55,169,"Not Superhost"
103729,100,139,"Not Superhost"
14600914,50,160,"Not Superhost"
31522757,8,250,"Not Superhost"
1502469,83,199,"Not Superhost"
42892378,0,178,"Not Superhost"
37402731,73,80,"Not Superhost"
90025899,98,178,"Not Superhost"
79170398,59,120,"Not Superhost"
3900093,0,135,"Not Superhost"
401202937,100,107.409836065574,"Not Superhost"
6645134,0,42,"Not Superhost"
5606448,63,286,"Not Superhost"
373307437,69,577,"Not Superhost"
512784279,0,120,"Not Superhost"
170566147,96,235,"Not Superhost"
256567317,96,82,"Not Superhost"
23778489,0,165,"Not Superhost"
662225,75,150,"Not Superhost"
40800505,50,150,"Not Superhost"
17116465,83,197,"Not Superhost"
573986292,100,639,"Not Superhost"
386516683,71,88.75,"Not Superhost"
11305249,40,650,"Not Superhost"
45595980,91,157.6,"Not Superhost"
343450886,100,343,"Not Superhost"
464534746,50,208,"Not Superhost"
211595859,56,274.333333333333,"Not Superhost"
385944861,100,160,"Not Superhost"
102754726,100,320,"Not Superhost"
9119678,67,108,"Not Superhost"
37178114,33,1303,"Not Superhost"
506779,83,422.5,"Not Superhost"
559434422,100,800,"Not Superhost"
217601166,100,248,"Not Superhost"
99798035,100,528,"Not Superhost"
33614626,53,435,"Not Superhost"
33126358,100,80,"Not Superhost"
22098752,75,110,"Not Superhost"
496749638,98,300.5,"Not Superhost"
38515690,60,70,"Not Superhost"
86892032,97,95,"Not Superhost"
59051417,100,425,"Not Superhost"
361567777,0,150,"Not Superhost"
576882378,100,335,"Not Superhost"
49015331,100,305,"Not Superhost"
350397448,0,413,"Not Superhost"
62563056,64,589.5,"Not Superhost"
13611255,0,101,"Not Superhost"
289122184,97,152.4,"Not Superhost"
58556,100,319,"Not Superhost"
576856246,100,325,"Not Superhost"
499645233,71,236,"Not Superhost"
574409829,100,619,"Not Superhost"
561031867,50,315,"Not Superhost"
573654487,64,251.5,"Not Superhost"
377438582,50,249,"Not Superhost"
23255533,20,220,"Not Superhost"
496897466,88,85,"Not Superhost"
42304005,0,128,"Not Superhost"
438207643,100,41.25,"Not Superhost"
139871943,80,390,"Not Superhost"
35127770,91,188,"Not Superhost"
21468170,80,178,"Not Superhost"
467083339,67,261.5,"Not Superhost"
