"host_id","host_listings_count","price","avg_price_host"
75115101,1,130,130
94493643,1,199,199
533723104,1,150,150
55567227,1,80,80
274605727,1,85,85
82504767,1,120,120
18953786,1,250,250
378924061,1,84,84
71176935,1,49,49
449616929,1,35,35
268218366,2,120,117
150489232,1,37,37
1804766,2,180,180
18382740,1,150,150
46979077,2,80,77.5
419656323,1,60,60
200950980,1,250,250
518821,1,125,125
430917365,1,180,180
305613304,1,104,104
148123938,2,279,274.5
464780709,1,129,129
431921077,1,118,118
69029231,1,130,130
8235517,1,85,85
19242857,2,178,178
1256874,1,250,250
342548185,5,100,100
10428298,2,199,199
417389851,1,242,242
244078625,1,186,186
504813593,1,145,145
440060338,1,77,77
499068203,1,93,93
3542562,4,63,63
432967074,1,106,106
544331763,1,95,95
328093301,1,170,170
11458977,1,108,108
430436254,1,499,499
14079322,1,300,300
1774431,1,175,175
548858191,4,54,53.75
25141383,4,148,127
468168420,9,235,229.5
47746841,1,350,350
261014146,1,840,840
3048003,1,170,170
6110471,2,85,85
52725589,1,665,665
5790405,4,174,174
10085435,2,190,190
497672,1,85,85
62668424,3,107,126.666666666667
335368354,1,1263,1263
22766478,1,200,200
3677131,1,98,98
10365281,1,180,180
5976698,1,75,75
4852748,10,249,236.9
1021060,1,265,265
264966630,1,154,154
412531962,1,354,354
584354864,1,489,489
303621536,1,132,132
276644957,1,169,169
51414586,2,380,380
50820799,1,150,150
34876980,1,80,80
433917,6,80,80
314493836,1,500,500
126592760,2,149,149
376917127,2,290,290
1417757,3,171,153.666666666667
115854410,1,130,130
470975288,6,167,167
89236033,1,75,75
226205088,2,150,145
229149668,3,150,150
383843731,3,425,383.333333333333
363834,1,105,105
262582989,2,99,108.5
468732453,3,275,205
11573876,1,102,102
220765580,1,180,180
38837666,1,192,192
360780711,2,88,88
33532865,1,300,300
13347139,1,430,430
11614416,1,189,189
449045592,1,270,270
547713282,1,196,196
182989977,3,80,80
2515274,2,282,282
4139266,1,350,350
57250707,1,115,115
2610706,1,250,250
129864772,1,128,128
6695224,3,200,275
360205326,1,180,180
2374010,1,299,299
9892520,7,196,164.142857142857
489957624,10,388,348.3
229695499,1,200,200
451866608,1,265,265
201390,1,180,180
4487224,2,249,249
47729727,1,232,232
318213165,2,170,170
21336251,1,140,140
31177258,1,245,245
45341740,2,399,409.5
57257950,3,485,491.666666666667
17888612,1,154,154
257606572,2,1850,1850
299097519,1,98,98
17984804,1,425,425
161702492,3,349,323
9709235,1,140,140
22246427,4,145,145
448183921,2,99,99
81763260,1,260,260
2450665,1,749,749
134951555,1,100,100
435772116,1,133,133
273792273,1,200,200
201833647,1,495,495
14925591,1,114,114
134264127,1,149,149
10786332,2,160,275
23317640,1,250,250
298086688,1,195,195
72772039,1,160,160
6097120,1,108,108
62734,2,119,119
898412,1,90,90
591943273,1,250,250
31021293,1,250,250
45604174,1,268,268
3598494,1,257,257
171879907,1,180,180
19338842,1,124,124
1550888,6,70,84.5
37274021,1,120,120
94543144,1,98,98
109196592,1,220,220
110361431,4,1e+05,66683.3333333333
89593269,1,130,130
9930918,1,225,225
107299996,1,150,150
405911015,1,100,100
509047057,1,175,175
21329080,1,100,100
8049757,1,225,225
251807178,5,53,61.6
25537142,7,55,51.6666666666667
48547519,1,167,167
4655461,1,250,250
26989131,1,175,175
264934283,1,114,114
387699039,1,225,225
233521077,1,272,272
24668,1,900,900
6502531,1,90,90
27054897,1,145,145
8654731,5,185,185
6989825,1,250,250
566054243,2,562,488.5
286046737,1,85,85
11549342,1,225,225
529678261,1,275,275
30799832,1,300,300
193490396,2,160,160
536699718,4,344,344
42918586,1,650,650
154866,1,120,120
5955262,1,100,100
40040638,1,140,140
17985,2,69,49
544652279,1,115,115
271581236,12,300,211.166666666667
116865007,1,220,220
2166065,4,250,250
85281944,1,119,119
354409033,1,400,400
17462538,1,250,250
198890291,1,159,159
347600593,1,148,148
306361395,1,189,189
28638768,1,60,60
6088518,2,175,169.5
155935757,9,89,97.6666666666667
8207362,1,65,65
221893,1,200,200
1306995,1,282,282
459478010,1,416,416
64172780,2,65,65
403320678,1,135,135
1140882,2,62,75
7702,1,150,150
532726548,4,1042,1042
401400056,1,360,360
592569035,2,400,360
219505617,1,95,95
2452616,1,318,318
56247346,1,150,150
514624207,1,692,692
560547119,14,58,56.3571428571429
37750296,1,165,165
252361,1,230,230
13109081,1,80,80
579379236,1,950,950
2361069,1,181,181
177739255,1,132,132
23852000,1,152,152
29005043,1,125,125
7475363,2,70,71
546657469,2,376,366.5
201826661,1,100,100
1499286,1,294,294
2635819,1,42,42
112955604,1,49,49
350711081,2,950,950
1395940,1,65,65
31097883,1,250,250
2807218,2,200,200
587918,1,270,270
555887626,2,1362,1362
1746838,1,200,200
49494357,2,414,369.5
302903408,9,650,1017.5
450945400,1,466,466
258181871,2,97,87.5
1147345,3,550,550
90797353,2,150,150
464746313,1,300,300
53821850,2,165,132.5
402572772,2,80,87
1952183,5,240,240
314941,3,202,173.666666666667
586900449,1,167,167
6200677,1,700,700
24641078,4,10,134
397299731,2,147,143.5
95436015,3,350,314.333333333333
278985545,4,70,69.5
1776666,1,160,160
438550739,3,430,393
483017091,2,105,105
6459254,1,500,500
4399103,3,255,286.666666666667
556868112,2,426,423
104921994,1,206,206
559022608,1,314,314
283057520,12,151,181.166666666667
553005921,1,506,506
22733486,2,393,446.5
3597896,2,1200,1000
508252725,1,94,94
65364483,2,350,350
8857791,2,150,150
527022914,6,110,105
25414207,11,72,102.444444444444
172649624,1,531,531
120981856,1,60,60
92720308,7,80,80
54180443,1,58,58
4887529,2,119,119
506781276,1,485,485
47536613,1,515,515
129009415,2,615,615
74215453,3,80,93.3333333333333
1302029,2,94,179.5
8751800,1,135,135
68508776,1,189,189
313661879,1,175,175
16438279,1,350,350
34762329,1,55,55
112273279,1,120,120
390560570,4,110,142.5
387061249,1,119,119
258040726,1,95,95
566895155,3,630,670.333333333333
555768867,4,444,404.25
5986790,1,65,65
466759693,2,110,104
153315099,1,120,120
1012895,1,87,87
36988365,1,100,100
247876666,1,120,120
576503874,5,56,57
303867618,2,182,178.5
27689195,1,395,395
574753999,2,99,101.5
6796668,1,154,154
6874611,2,350,350
385605401,1,643,643
409362260,2,151,151
25002053,1,105,105
355144328,1,200,200
24673273,1,170,170
374437935,1,93,93
563808027,1,80,80
12881527,1,268,268
502685591,5,32,64
452083306,1,160,160
575640162,1,140,140
441603048,1,298,298
263510,1,104,104
56373916,1,1200,1200
3709510,3,75,94
16482147,2,140,140
487604591,2,110,102.5
526805,1,150,150
417707701,6,67,59.5
96311058,1,150,150
7291044,1,106,106
75939673,1,79,79
527543193,4,375,761.75
294887247,5,161,163
492458108,1,130,130
11521860,1,200,200
503531800,1,225,225
1624498,2,431,431
22087408,3,351,351
3562479,1,100,100
7531229,1,260,260
1102291,1,842,842
55425915,1,145,145
103150928,1,108,108
923465,2,275,177.5
29941723,1,122,122
230403448,4,235,155
497267,1,1380,1380
10337114,1,288,288
25896614,2,315,465
187190679,1,150,150
129772930,2,1500,1500
493473453,2,96,96
49645950,1,169,169
1483451,2,183,183
5199109,1,291,291
143833762,1,289,289
5081260,1,289,289
474992074,1,470,470
8859950,1,112,112
512609443,4,90,89
23341466,1,130,130
269987340,1,495,495
312722,1,37,37
346962043,1,200,200
186680487,1,45,45
416552167,4,400,533.333333333333
2877165,5,284,284
25079723,1,700,700
966806,1,185,185
170477315,1,120,120
526312424,2,410,554.5
338790934,1,125,125
284935728,1,142,142
25112856,1,179,179
207523208,1,190,190
6169516,1,139,139
73164,1,200,200
484932854,1,270,270
5186545,1,75,75
31410976,1,230,230
183791136,1,60,60
132464510,1,168,168
236111560,1,929,929
389557826,1,998,998
568585,2,280,280
6911764,1,529,529
51426261,1,300,300
395383871,1,150,150
187296193,1,292,292
207773633,2,250,250
197270452,1,210,210
588138973,1,149,149
73957466,2,350,350
377246343,2,62,59.5
269072126,1,179,179
6617848,1,225,225
345535176,1,129,129
154894476,1,185,185
17478161,1,185,185
370216107,1,849,849
1844352,2,118,118
2386050,1,306,306
62745867,1,199,199
400944908,2,50,50
20117485,1,195,195
377953873,4,110,131.25
25689357,3,85,85
10017420,1,350,350
223368075,1,495,495
96659533,1,60,60
31305991,1,92,92
27104790,1,144,144
6755968,1,270,270
17183013,1,85,85
1103131,3,178,178
493519247,1,190,190
433726339,1,489,489
1001367,1,675,675
506659438,1,75,75
47658174,3,250,205
357734210,1,500,500
4403646,2,799,638.5
474179864,1,120,120
558746408,3,600,632
117738,4,589,589
546483248,2,509,595
555558652,1,592,592
327541101,1,100,100
287461820,2,528,528
286952543,2,750,750
110372496,1,230,230
25840204,1,100,100
81015025,1,51,51
36209545,1,318,318
115355850,1,149,149
1119209,1,100,100
12639098,2,353,284
21110000,4,330,330
217251565,1,325,325
9008935,1,350,350
247502306,2,200,200
7919277,1,125,125
28692874,2,800,800
11079245,1,100,100
548313465,1,579,579
4025420,1,195,195
3763260,1,300,300
1010242,1,185,185
64208708,1,450,450
40534407,1,128,128
1682447,1,150,150
545908720,5,63,200.4
1504257,1,220,220
11004198,1,138,138
269264973,3,485,440
305738569,4,572,542
22405856,1,80,80
407354015,2,599,549
223086036,1,254,254
578096967,1,110,110
857599,1,200,200
129062212,2,190,190
133757967,2,57,57
457313119,1,350,350
572822824,9,33,45.5555555555556
4380358,1,110,110
575493455,4,192,169
103729,2,139,139
14600914,1,160,160
31522757,1,250,250
1502469,1,199,199
9806310,1,113,113
42892378,1,178,178
37402731,2,80,80
90025899,1,178,178
79170398,2,120,120
3900093,1,135,135
401202937,61,164,107.409836065574
6645134,1,42,42
5606448,2,286,286
373307437,675,399,577
512784279,1,120,120
170566147,18,140,235
256567317,2,82,82
23778489,1,165,165
662225,1,150,150
40800505,1,150,150
41209536,1,350,350
17116465,1,197,197
55535568,2,175,175
199339682,1,1028,1028
595055257,3,299,299
573986292,1,639,639
9049657,1,1143,1143
398931042,1,150,150
386516683,4,85,88.75
11305249,1,650,650
45595980,5,163,157.6
343450886,3,375,343
464534746,1,208,208
203593994,1,60,60
211595859,5,325,274.333333333333
385944861,1,160,160
57586379,1,10000,10000
102754726,1,320,320
9119678,2,108,108
37178114,1,1303,1303
506779,3,350,422.5
83903969,1,175,175
43885876,1,150,150
559434422,1,800,800
80527348,1,100,100
217601166,1,248,248
232640610,1,280,280
99798035,1,528,528
33614626,3,435,435
33126358,2,80,80
22098752,1,110,110
496749638,2,267,300.5
38515690,1,70,70
86892032,1,95,95
59051417,2,442,425
361567777,1,150,150
576882378,8,335,335
49015331,2,225,305
819674,1,2250,2250
350397448,4,413,413
62563056,33,599,589.5
13611255,3,105,101
289122184,10,200,152.4
58556,1,319,319
576856246,2,375,325
499645233,3,264,236
574409829,1,619,619
561031867,7,315,315
573654487,2,292,251.5
377438582,1,249,249
23255533,1,220,220
384255628,1,200,200
496897466,1,85,85
38398698,1,621,621
42304005,1,128,128
438207643,4,40,41.25
139871943,2,280,390
35127770,3,188,188
21468170,1,178,178
483299496,1,800,800
467083339,2,262,261.5
122625837,1,120,120
78339088,1,242,242
209587921,1,239,239
44782700,1,250,250
8163133,1,349,349
10387090,3,48,44
97675538,1,599,599
271880907,2,399,525
8502743,5,85,82.5
245989428,1,160,160
481452777,15,329,833.133333333333
28749352,1,280,280
435050037,9,230,236.666666666667
15558725,1,250,250
19168930,2,374,374
4221836,1,250,250
73597409,1,150,150
98714463,1,132,132
500489684,1,135,135
500524007,1,749,749
310393653,2,120,117.5
16427741,1,135,135
503398601,2,175,175
62320685,2,130,137.5
73237249,2,960,960
22057975,1,130,130
124357,2,10,90
10285950,1,120,120
551692065,4,372,442.25
107272884,4,50,48.75
258030916,1,130,130
42101447,1,140,140
378877182,1,225,225
12578895,1,375,375
126336908,1,199,199
19791955,2,199,199
136101875,1,135,135
516044470,1,109,109
73564528,1,125,125
2010460,1,75,75
91899425,1,44,44
40832103,2,141,141
375216818,1,200,200
566027045,1,477,477
173708969,2,70,60
42942193,1,220,220
57558137,1,214,214
17471683,2,1175,1175
419867541,3,150,150
159247637,3,42,42
380212843,1,400,400
189249070,2,135,257
2327106,1,150,150
529651385,1,120,120
70100591,1,160,160
299930452,1,500,500
268644876,3,160,160
17943391,2,92,91
92030616,2,365,365
40939327,1,120,120
258072,1,80,80
181372846,1,649,649
9892744,1,150,150
60373268,1,69,69
6801314,2,110,99.5
134946389,2,86,86
433236748,1,1000,1000
21742914,1,140,140
5919678,1,200,200
41658748,3,189,199.666666666667
25699917,1,320,320
48813649,1,390,390
44887928,1,500,500
465621581,2,293,293
9226441,1,397,397
91436483,1,301,301
59363937,1,115,115
558594519,2,661,595
1339545,10,160,154.285714285714
538591650,4,519,524.25
546980813,1,200,200
3588001,1,250,250
16009412,2,277,277
393474028,4,110,190.5
384092975,1,238,238
7777783,3,105,105
558930115,1,249,249
467766688,1,240,240
343440259,2,36,40.5
133033695,1,240,240
39972598,2,110,127.5
342446907,1,1000,1000
495421824,2,200,200
363834005,1,613,613
430599829,4,32,32.5
342839815,1,198,198
69278540,1,150,150
83027967,1,90,90
88465311,2,275,275
491189157,7,50,56
147402286,2,35,37.5
393196534,3,60,61.6666666666667
87183086,1,259,259
461848161,3,152,98.6666666666667
270122518,18,702,490.166666666667
415480123,4,511,511
11898556,2,1500,1500
480652547,1,46,46
296641878,1,275,275
13056751,1,107,107
90219307,1,118,118
40605120,1,155,155
7013830,1,256,256
8565572,1,159,159
60049,1,191,191
12986134,1,180,180
1681142,1,180,180
155812868,2,139,137.5
269264396,1,300,300
558233854,1,736,736
149431096,4,100,61.75
109492180,1,120,120
192911947,2,45,45
43549139,1,200,200
488616033,3,220,250
12116252,1,224,224
151560516,1,160,160
447061545,2,119,184.5
51357762,1,100,100
419043125,1,495,495
547590625,1,492,492
139528206,3,115,145
97853468,2,70,77.5
556474868,4,125,133
187030664,1,60,60
204276317,2,59,57
29176423,1,70,70
270796745,1,120,120
553839372,1,87,87
2801739,1,127,127
28187447,1,140,140
546716678,2,159,159
146132198,2,86,83
6393008,1,170,170
243204798,1,350,350
154221578,1,195,195
470816374,1,337,337
532451793,1,89,89
15321386,1,404,404
565585801,1,223,223
381374171,4,105,95
44223001,1,92,92
96971087,2,49,72
65235758,1,450,450
146275359,2,72,71
51351678,4,180,257.75
873273,3,85,155
377491269,1,89,89
90893179,1,56,56
255845850,2,105,115
153378849,7,50,50
42523215,1,75,75
540568510,2,63,63
531261874,1,145,145
553848376,1,189,189
192464234,1,71,71
498573400,2,135,167.5
374822883,1,60,60
261160242,1,75,75
60501531,1,100,100
167740858,1,113,113
216411482,1,40,40
494565738,1,136,136
76840423,1,150,150
91385196,1,65,65
352961845,1,169,169
181890686,1,116,116
224384517,1,78,78
1931205,1,214,214
70878068,2,85,88
471726877,1,71,71
482565750,1,100,100
534223571,1,139,139
100277101,2,128,143.5
122044895,7,55,55
480084040,1,70,70
91744364,1,160,160
547386,2,114,114
22345670,1,125,125
454300308,1,161,161
307205588,1,144,144
457467711,1,159,159
591664165,1,120,120
493257026,1,412,412
34924449,1,160,160
447548618,1,175,175
105497516,1,55,55
259616851,1,215,215
56265076,2,50,60
208955740,8,120,120
132586703,1,60,60
37318968,1,332,332
12133063,1,450,450
301101607,2,225,225
36138575,1,35,35
14751,1,190,190
416189034,1,110,110
137890627,1,60,60
293238741,4,160,165.5
24195130,2,170,170
393282713,1,58,58
277690245,1,120,120
47412299,1,100,100
261799254,1,65,65
44850669,1,100,100
498140931,1,95,95
156843123,1,89,89
293791261,1,88,88
63389796,1,350,350
6861861,1,120,120
492044795,1,200,200
479240588,1,79,79
480475204,1,82,82
134140323,2,190,190
212881346,1,70,70
305321207,2,192,142.5
14138202,17,399,358.5
103677864,1,180,180
15535829,2,65,76
427453659,1,58,58
50770601,3,124,117
377577659,1,249,249
83585937,2,70,69
338290873,1,60,60
518465602,1,94,94
288162140,2,336,336
464102537,1,130,130
513322003,1,130,130
58757704,2,130,130
15697894,9,60,60
22189723,1,60,60
687361,2,900,575
152478794,1,185,185
312738076,1,55,55
67836151,2,100,100
561222841,3,291,267
47351539,10,95,120.666666666667
4765305,4,124,100
324628,1,300,300
18335465,1,120,120
3695865,2,550,550
527813456,1,500,500
47336995,1,880,880
203981093,1,100,100
37221425,1,119,119
498984580,1,70,70
43443842,1,126,126
425363,1,230,230
566582358,4,516,476.5
75114184,1,89,89
64684122,2,273,273
493739633,1,56,56
379883703,1,100,100
485492389,3,34,41
590372842,1,148,148
90835843,1,75,75
84562428,2,40,40
64807862,1,230,230
427723275,3,85,111.666666666667
546808125,1,79,79
188741104,2,150,105
444364795,1,38,38
13667779,3,48,49
401517,1,220,220
249286477,1,90,90
99551805,1,130,130
434043863,5,71,71.2
608396,2,99,99
109671307,7,109,132.333333333333
467880741,1,631,631
22002554,2,310,310
85561353,2,190,190
1425480,4,200,498.333333333333
202771189,2,157,128.5
112901574,8,89,101.5
9870519,1,170,170
2862454,1,282,282
8602681,1,139,139
238065307,1,70,70
556342227,3,296,258.666666666667
26924376,2,150,150
214472906,1,160,160
65925820,4,214,288
484816344,1,175,175
6781477,1,164,164
115981784,1,143,143
2206506,1,149,149
77134747,1,118,118
293714508,1,183,183
387688509,1,405,405
96373831,2,220,220
458296536,1,92,92
253385,1,200,200
127983545,3,53,59.3333333333333
145825873,3,130,118.666666666667
1288460,1,185,185
217507116,1,45,45
297176,2,65,72.5
60102435,1,52,52
106569357,7,259,234.333333333333
367280262,3,381,243
149768346,8,73,71
54743396,1,189,189
401942966,1,120,120
248426027,1,210,210
27379417,1,85,85
458668555,3,58,50.3333333333333
29582232,8,106,104.5
512255274,1,250,250
460919458,10,111,109.8
282836957,1,119,119
3007477,2,110,110
12729029,1,250,250
356623718,6,75,75.5
22059655,1,79,79
517029148,1,125,125
38786890,1,124,124
217793924,1,167,167
409756330,1,180,180
70234,1,126,126
6309019,1,100,100
10125401,1,123,123
134423541,1,500,500
418449940,2,189,189
542728435,1,100,100
75760509,2,50,50
8375500,1,47,47
83231755,1,131,131
445024498,2,349,317
426804754,1,180,180
236432765,1,150,150
546951909,2,569,578
24144577,1,450,450
90632607,1,101,101
307694959,8,87,87
223807986,1,298,298
270123215,1,100,100
2203885,3,386,328.5
1512462,2,129,129
53154003,1,63,63
546312754,1,416,416
12290324,1,250,250
10428997,2,145,153.5
47554473,14,303,219.357142857143
428156760,1,65,65
135136607,1,98,98
6038004,1,205,205
381610034,1,254,254
549470889,1,362,362
485069833,1,119,119
25855239,1,375,375
14678390,1,250,250
303991288,5,237,252
81954660,1,325,325
546633791,3,724,512.333333333333
491512638,1,270,270
219478686,1,314,314
476462867,1,128,128
491950794,1,200,200
11263163,1,445,445
30839692,2,40,39
24770539,1,162,162
107164182,1,200,200
532499346,1,220,220
386008696,1,450,450
62608664,1,249,249
2023993,1,80,80
12621498,1,549,549
219519216,1,135,135
258818973,1,50,50
732765,1,264,264
215556105,1,85,85
270538792,2,550,550
152877297,2,135,117
461074296,1,180,180
534193501,1,139,139
2714897,1,110,110
178435649,2,189,187.5
417186426,1,112,112
491198242,16,240,154
470005375,2,153,161.5
424685230,3,425,425
385714687,1,160,160
465092276,1,350,350
23410,1,100,100
265420923,3,45,45
406942662,3,400,332
490117218,2,113,78
257245441,1,105,105
103375362,1,149,149
100783465,1,254,254
117543014,1,94,94
207205519,2,130,110
346364657,1,75,75
9090698,2,275,275
521283201,1,85,85
517159189,2,70,75
113905011,1,278,278
24856897,2,140,140
389805358,1,440,440
416179654,1,159,159
68417473,1,161,161
80134273,1,149,149
169472089,2,78,102
132536008,1,143,143
206313609,2,91,88.5
342223816,2,57,88.5
457446806,1,103,103
472442026,4,70,70.75
71009894,3,89,89
3912567,1,52,52
241945355,2,140,140
472125262,2,220,220
196557649,1,285,285
203982404,6,80,100
479928815,1,52,52
160322636,1,64,64
57760470,1,263,263
54508926,1,130,130
406616783,1,175,175
310888804,4,119,105.75
64542737,1,176,176
97657342,1,205,205
5569141,1,76,76
289154444,2,130,132
513505228,1,150,150
20380663,2,120,120
139572572,6,179,187.25
411760614,1,93,93
345002809,3,60,60
430324786,1,48,48
88460453,1,125,125
24530713,3,97,113.666666666667
108249932,2,139,118
228562055,1,200,200
238735207,1,179,179
394156430,1,157,157
57769225,1,119,119
45197707,1,100,100
393066788,1,775,775
499071357,1,140,140
37740031,1,150,150
156481014,1,275,275
211823412,2,235,227.5
120623,1,185,185
516204058,1,118,118
163843832,1,75,75
67958522,1,51,51
165853174,2,139,139
32295605,2,200,200
9836692,4,333,296
107412207,1,99,99
1849974,4,125,145
71146310,1,80,80
466967733,2,70,70
570004240,1,508,508
5522547,1,120,120
91804427,1,45,45
340064506,2,235,220
39477098,2,130,130
482943758,1,87,87
518043036,1,494,494
560472697,1,92,92
4011286,1,200,200
130439505,4,100,100
514014389,1,164,164
488961311,1,115,115
6788279,2,156,142.5
483763106,1,250,250
37703550,2,65,65
8712217,1,200,200
419620414,1,46,46
313257412,3,175,166.666666666667
143052745,4,65,50.25
360537,1,223,223
149814698,1,75,75
53964443,1,88,88
20912185,2,130,130
1680212,2,92,132
471939490,3,65,55
397371658,1,314,314
230378560,1,75,75
53877127,1,80,80
230713737,2,82,80.5
3787962,2,295,295
447283837,10,236,227.5
137766708,1,241,241
157798,1,85,85
27615247,2,95,91.5
458598023,1,123,123
172113555,3,173,174.5
58528354,1,105,105
94048062,1,250,250
12879538,2,85,109
14046864,1,65,65
11725608,2,56,77
4365662,1,55,55
313164709,2,299,299
479109924,3,120,120
435219428,1,138,138
282625150,2,285,285
456331483,2,70,70
141027957,4,95,86
187326900,2,83,83
579656764,2,565,782
356886004,2,91,91
36393546,2,158,201.5
541698622,2,276,293.5
9372363,2,83,84.5
192723267,3,299,159.333333333333
1288653,2,238,238
308020665,1,220,220
207003851,1,45,45
487002391,1,508,508
396662812,1,96,96
23719409,1,80,80
85330,4,89,94
229161868,1,99,99
34913162,1,176,176
126451493,1,148,148
1997143,7,250,82.4285714285714
6408950,1,175,175
222426321,5,186,213
129797713,1,85,85
5215764,2,110,110
368700813,1,78,78
248493896,1,99,99
197489882,3,88,114.666666666667
295596237,4,205,217
25249481,1,40,40
132042700,2,47,48.5
462025910,4,49,52.5
121399223,6,109,185.666666666667
561256814,1,334,334
495564291,2,189,292
9791461,1,150,150
10402380,4,80,88.3333333333333
23345098,1,44,44
105692628,1,150,150
445563777,2,350,455
177922,1,55,55
467600659,1,68,68
4991034,1,200,200
80777352,1,65,65
162933359,1,70,70
240907115,1,99,99
4031913,1,118,118
246351353,1,71,71
10987233,1,60,60
47461622,1,85,85
48863708,2,225,202.5
13664245,1,76,76
351489331,1,70,70
764790,1,225,225
11802368,1,92,92
173857407,3,150,156.666666666667
231352024,1,75,75
31895696,2,89,83.5
446435330,1,70,70
25266538,1,90,90
557356709,2,72,72
156047478,4,87,87.75
187908347,5,123,87.6
416750758,1,150,150
88484854,1,152,152
154629695,1,60,60
242970692,58,313,349.75
17766289,2,55,55
371795453,10,46,47.6
541164513,1,140,140
267886811,1,66,66
4378763,1,100,100
5663597,1,150,150
697477,1,70,70
178229322,2,77,76.5
345626278,5,50,64.3333333333333
115307231,1,74,74
17719747,1,250,250
69798076,4,190,152.5
12570191,3,179,252
62787599,2,98,106
487219193,1,253,253
10577784,2,44,72
455683614,7,250,310
28840768,5,219,219
42488595,1,77,77
83978022,3,138,138
148317706,3,225,171
534070430,1,107,107
93020402,1,128,128
167371241,1,125,125
109853394,2,170,170
123048179,2,160,160
1384388,2,159,159
194108889,1,152,152
15935989,1,174,174
450104410,4,300,165
781674,1,60,60
103361884,1,60,60
473113,1,140,140
177721509,1,139,139
2790890,5,80,75.5
583468908,4,578,562.25
5352610,1,137,137
561181371,1,225,225
546512405,1,197,197
2590864,1,90,90
17085442,9,87,87
31205165,1,250,250
2157562,1,250,250
269664482,3,264,264.333333333333
433332162,1,91,91
87835557,1,115,115
1896159,1,154,154
427184,3,150,137.5
67036224,2,450,255
3179968,3,82,82
378228712,3,160,130
51239388,1,200,200
36821356,1,314,314
36566468,3,260,260
297311545,1,43,43
483771253,2,200,200
71210357,1,75,75
450089462,1,56,56
14544355,1,100,100
102358867,2,58,58
407316775,1,150,150
280339236,4,99,99
4414927,1,104,104
588469940,3,250,450
179366206,1,55,55
393754684,2,115,115
23334165,1,130,130
269909179,1,90,90
51459559,3,69,62
2082420,1,87,87
50008174,1,89,89
82392155,28,140,140
40761063,1,180,180
544262135,8,129,126
72110232,1,213,213
515113486,1,125,125
70410029,3,3000,1050
188839178,1,194,194
49191712,1,345,345
72027119,1,114,114
24170873,1,195,195
33198084,1,140,140
345252,1,175,175
6494389,1,85,85
32154573,1,86,86
8306638,1,92,92
127292,3,108,101.333333333333
423201359,1,135,135
438371312,4,433,455.5
548723261,1,140,140
7720086,1,167,167
496583857,1,137,137
177761074,1,70,70
28303435,1,195,195
6978404,2,150,150
2687435,1,264,264
202150745,1,225,225
72287701,2,150,150
10052540,1,246,246
4175473,1,140,140
372574956,1,172,172
95905001,1,101,101
16823940,2,113,113
51257906,1,171,171
6901734,1,200,200
9209691,2,271,226.5
109442039,2,300,300
48593753,7,110,122.142857142857
73676875,3,65,78.5
2630510,1,100,100
514630902,1,183,183
158767569,1,138,138
241378877,2,138,138
9550008,2,120,120
7450,1,219,219
780477,1,245,245
119588,2,95,95
455767138,1,869,869
269375752,1,292,292
16256520,1,160,160
1491538,1,120,120
437578,1,200,200
196915362,1,100,100
375649922,1,150,150
4516365,1,260,260
6582962,1,150,150
207808113,1,150,150
14549607,1,210,210
110065507,1,164,164
198231215,2,201,201
3954840,1,175,175
478624829,1,90,90
2421826,1,114,114
32366611,2,640,640
37413524,1,70,70
74697676,1,85,85
256966373,4,145,131.25
26597048,2,109,129
422647197,1,90,90
542413425,1,542,542
9959323,3,163,163
548635004,1,112,112
23624611,4,83,149
413086136,1,60,60
331402258,1,143,143
63506844,1,70,70
299354435,1,104,104
281122399,2,92,92
518799877,3,138,148.666666666667
37879,2,495,495
417850661,3,86,160.5
40636399,3,58,93.5
10701260,1,195,195
461295126,1,67,67
107183778,2,320,275.5
421062905,6,147,131
6483295,1,90,90
43876308,1,116,116
103267840,1,140,140
97537906,1,379,379
63613,1,60,60
311142157,9,62,105
29817997,1,95,95
443495311,2,130,133
220629418,1,185,185
7110202,1,195,195
373968580,4,32,32
36894011,1,192,192
44877955,3,69,52
533572882,1,110,110
453491250,1,131,131
7797973,2,236,236
494355549,1,72,72
117842223,1,129,129
467836473,1,120,120
85669769,1,100,100
160264095,1,123,123
329475936,2,75,76.5
369751744,1,60,60
20780113,2,189,182.5
102093822,1,138,138
432084618,1,250,250
108272855,1,144,144
10721093,1,249,249
16300728,1,126,126
252171508,1,125,125
292397532,5,245,245
243909277,1,85,85
512596769,1,198,198
515140223,1,95,95
248530839,1,55,55
5151544,1,81,81
43220907,1,120,120
428210,1,80,80
197516314,3,45,48.3333333333333
346712699,1,96,96
1356573,1,150,150
63313861,3,58,67
4598848,1,150,150
7411076,1,136,136
436048247,8,359,371.5
11310249,1,150,150
397163059,1,173,173
51734800,2,55,52.5
201153591,1,170,170
157275347,1,141,141
192874460,1,140,140
49991005,1,80,80
357238956,1,45,45
459954763,1,167,167
258468184,1,100,100
515250837,1,136,136
113295877,4,52,46
65678148,3,85,85
33386258,1,150,150
472836641,6,95,95
310133765,2,82,82
4354289,1,115,115
292564196,6,640,640
116388678,1,118,118
31483029,1,115,115
12424233,1,104,104
8896489,1,99,99
86769590,3,69,69
57690761,3,338,338
485855824,2,175,175
24861467,1,120,120
210487183,1,125,125
164675,1,60,60
76225580,1,150,150
152770981,3,45,45
3901955,1,200,200
112814443,4,199,222
24459217,2,75,75
7702854,1,377,377
5800767,1,60,60
299111044,1,109,109
